,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),luxury_house,Years Since Renovation,Condition_of_the_House_1,Condition_of_the_House_3,Waterfront_View_Yes,Ever_Renovated_Yes,zip_table_group_zipcodegrp1,zip_table_group_zipcodegrp2,zip_table_group_zipcodegrp3,zip_table_group_zipcodegrp4,zip_table_group_zipcodegrp5,zip_table_group_zipcodegrp6,zip_table_group_zipcodegrp7,zip_table_group_zipcodegrp8,zip_table_group_zipcodegrp9
13039,402000.0,4.0,1.75,2430.0,5481.0,1.0,0,8,1430.0,1000,65,47.5569,-122.29799999999999,2050.0,5508,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13040,777700.0,3.0,2.5,2260.0,251460.0,1.5,0,10,2260.0,0,23,47.4096,-122.449,1610.0,244372,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13041,580000.0,2.0,1.5,1220.0,5000.0,1.0,2,7,1220.0,0,80,47.6624,-122.348,2090.0,3850,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13042,570000.0,3.0,1.75,2580.0,40392.0,1.0,0,9,1390.0,1190,32,47.7637,-122.134,2460.0,46173,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13043,174950.0,2.0,1.0,730.0,6000.0,1.0,0,6,730.0,0,68,47.3832,-122.3,1750.0,7200,No,32,1,0,0,1,0,0,0,0,0,0,0,0,0
13044,300000.0,2.0,1.0,760.0,3001.0,1.0,0,6,760.0,0,105,47.5874,-122.311,1750.0,5000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13045,435000.0,3.0,1.5,1740.0,6988.0,1.0,0,7,1600.0,140,68,47.7211,-122.33,1650.0,7500,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13046,840000.0,4.0,2.5,3420.0,8405.0,2.0,0,10,3420.0,0,18,47.6328,-122.064,3230.0,8460,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13047,469000.0,5.0,2.5,2240.0,7543.0,1.0,0,7,1140.0,1100,52,47.7756,-122.37200000000001,2110.0,7408,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13048,870000.0,4.0,1.75,1920.0,3600.0,2.0,0,8,1920.0,0,111,47.6382,-122.368,1920.0,3600,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13049,532000.0,4.0,1.75,2020.0,7029.0,1.0,0,7,1430.0,590,39,47.6983,-122.12700000000001,1780.0,7200,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13050,455000.0,4.0,1.5,1880.0,11400.0,1.0,0,7,1280.0,600,63,47.7718,-122.381,1880.0,11400,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13051,201000.0,3.0,1.0,1010.0,25277.0,1.0,0,5,1010.0,0,57,47.7242,-121.95100000000001,1570.0,213879,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13052,649000.0,5.0,3.25,3990.0,13087.0,2.0,0,9,2400.0,1590,27,47.3632,-122.061,2580.0,13633,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13053,445500.0,2.0,1.75,1390.0,6670.0,1.0,0,6,720.0,670,77,47.6914,-122.30799999999999,920.0,6380,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13054,475000.0,3.0,2.0,1230.0,11502.0,1.0,0,7,1230.0,0,34,47.7017,-122.12700000000001,1660.0,11727,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13055,590000.0,4.0,2.5,2940.0,29013.0,2.0,0,10,2940.0,0,26,47.7635,-122.044,3010.0,34071,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13056,565000.0,4.0,1.5,2190.0,8296.0,2.0,0,7,2190.0,0,83,47.5158,-122.385,1160.0,8160,No,53,1,0,0,1,0,0,1,0,0,0,0,0,0
13057,110000.0,1.0,1.0,640.0,10280.0,1.0,0,5,640.0,0,98,47.5144,-122.368,1090.0,9000,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13058,375000.0,3.0,2.5,1670.0,7740.0,1.0,0,7,1130.0,540,44,47.5222,-122.37,1220.0,7740,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13059,255000.0,3.0,1.5,1240.0,8528.0,1.0,0,7,1240.0,0,51,47.4478,-122.15700000000001,1570.0,8064,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13060,315000.0,5.0,1.75,1850.0,14800.0,1.5,0,6,1760.0,90,81,47.4935,-122.321,1250.0,14800,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13061,496600.0,4.0,2.25,2020.0,8400.0,1.0,0,8,1350.0,670,57,47.5488,-122.171,2060.0,8400,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13062,380000.0,3.0,1.0,1020.0,4800.0,1.0,0,7,1020.0,0,74,47.5615,-122.272,1400.0,5465,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13063,338950.0,3.0,1.75,1610.0,22496.0,1.0,0,7,1610.0,0,44,47.3443,-122.073,2050.0,35772,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13064,542500.0,5.0,3.5,2730.0,42500.0,1.0,0,8,1530.0,1200,29,47.4587,-121.99600000000001,3180.0,37970,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13065,739000.0,5.0,2.5,2840.0,5000.0,1.0,0,7,1620.0,1220,105,47.5817,-122.291,2200.0,5000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13066,549000.0,4.0,1.75,1290.0,3060.0,2.0,0,7,1290.0,0,112,47.6798,-122.348,1510.0,4080,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13067,252000.0,3.0,2.25,1670.0,7881.0,1.0,0,7,1190.0,480,41,47.4105,-122.18,1870.0,7820,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13068,1129575.0,4.0,4.5,3860.0,15246.0,2.0,4,10,2940.0,920,14,47.56,-122.161,3750.0,14790,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13069,735000.0,4.0,1.75,2460.0,5100.0,1.5,0,7,1450.0,1010,109,47.6782,-122.3,1560.0,5100,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13070,270000.0,4.0,2.5,1660.0,8063.0,1.0,0,7,1660.0,0,40,47.3761,-122.32,1060.0,8437,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13071,1129575.0,3.0,2.5,3420.0,8700.0,1.0,0,9,2890.0,530,67,47.6352,-122.29,3370.0,8700,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13072,155000.0,2.0,1.0,1010.0,43056.0,1.5,0,5,1010.0,0,28,47.7105,-121.316,830.0,18297,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13073,469000.0,4.0,2.5,2240.0,5624.0,1.0,0,7,1520.0,720,57,47.5574,-122.30799999999999,2240.0,7495,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13074,305000.0,4.0,2.25,2340.0,5250.0,2.0,0,7,2340.0,0,53,47.5183,-122.266,1540.0,5250,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13075,675000.0,3.0,1.75,1920.0,4500.0,1.0,0,7,960.0,960,94,47.6645,-122.35700000000001,1190.0,4000,No,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13076,931000.0,3.0,2.5,2460.0,6600.0,1.5,0,8,1560.0,900,89,47.6364,-122.351,2090.0,3400,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13077,385000.0,3.0,1.0,1470.0,11398.0,1.0,0,8,1470.0,0,68,47.746,-122.296,1710.0,11407,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13078,815000.0,3.0,2.5,3400.0,12442.0,2.0,0,9,3400.0,0,17,47.5611,-122.03200000000001,3250.0,8635,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13079,531000.0,3.0,2.25,1910.0,8390.0,1.0,0,7,1910.0,0,39,47.73,-122.21600000000001,2410.0,8390,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13080,386500.0,4.0,1.0,1400.0,3600.0,1.0,0,6,700.0,700,117,47.5972,-122.295,1690.0,3600,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13081,475580.0,3.0,1.75,1520.0,11085.0,1.0,0,8,1520.0,0,35,47.646,-122.068,2310.0,9647,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13082,358000.0,2.0,1.0,930.0,5077.0,1.0,0,6,930.0,0,79,47.7095,-122.35,1080.0,5803,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13083,677500.0,5.0,1.0,2340.0,4730.0,2.0,0,8,1810.0,530,100,47.5895,-122.385,2100.0,4970,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13084,868500.0,3.0,2.5,2920.0,3942.0,3.0,0,10,2920.0,0,10,47.531000000000006,-122.204,2920.0,3942,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13085,599380.0,3.0,1.75,1270.0,7350.0,1.0,0,7,1270.0,0,51,47.6046,-122.16799999999999,1880.0,7350,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13086,712000.0,4.0,2.25,2450.0,11960.0,1.0,0,10,2450.0,0,39,47.6351,-122.06,2600.0,11960,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13087,350000.0,5.0,1.75,1380.0,7620.0,1.0,0,7,1180.0,200,63,47.5279,-122.345,1990.0,7620,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13088,875000.0,4.0,2.0,2520.0,6000.0,1.0,0,8,1400.0,1120,97,47.6767,-122.35,1580.0,3720,No,10,1,0,0,1,0,0,1,0,0,0,0,0,0
13089,365000.0,3.0,2.25,2290.0,7350.0,2.0,0,8,2290.0,0,30,47.428999999999995,-122.162,2170.0,7529,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13090,452000.0,4.0,2.0,1660.0,6150.0,1.0,0,6,850.0,810,73,47.5371,-122.368,1110.0,6250,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13091,915000.0,3.0,2.75,2800.0,9750.0,1.0,0,7,1400.0,1400,61,47.5862,-122.20200000000001,2800.0,9530,No,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13092,482500.0,3.0,2.5,1690.0,3068.0,2.0,0,7,1690.0,0,13,47.6763,-122.02799999999999,1690.0,3260,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13093,425000.0,3.0,1.0,1180.0,7200.0,1.5,0,7,1180.0,0,69,47.7121,-122.333,2240.0,7875,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13094,460000.0,2.0,1.75,1390.0,4160.0,1.0,0,6,790.0,600,102,47.6681,-122.324,1090.0,4160,No,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13095,666570.0,4.0,2.0,2320.0,7400.0,1.5,0,7,1620.0,700,105,47.5558,-122.26899999999999,1740.0,4000,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13096,390000.0,3.0,2.25,2270.0,32112.0,1.0,0,8,1740.0,530,38,47.3451,-122.094,2310.0,41606,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13097,650000.0,4.0,1.75,2640.0,8215.0,1.0,0,7,1500.0,1140,52,47.5819,-122.125,2070.0,7875,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13098,305000.0,3.0,2.0,1680.0,8487.0,1.0,0,7,1680.0,0,25,47.1959,-122.01,2080.0,8560,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13099,250000.0,3.0,1.0,990.0,8100.0,1.0,0,6,990.0,0,69,47.4839,-122.34100000000001,1210.0,8100,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13100,438800.0,4.0,2.5,2770.0,4432.0,2.0,0,9,2770.0,0,14,47.4541,-122.117,2770.0,5423,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13101,290000.0,2.0,1.0,950.0,5650.0,1.0,0,6,950.0,0,75,47.5149,-122.257,1250.0,5650,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13102,324950.0,4.0,2.0,2160.0,4800.0,2.0,0,7,1290.0,870,89,47.4777,-122.212,1570.0,4800,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13103,453000.0,3.0,2.5,1650.0,1838.0,2.0,0,7,1270.0,380,27,47.6666,-122.367,1550.0,1558,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13104,556000.0,3.0,1.0,1800.0,4005.0,1.5,0,7,1160.0,640,89,47.6876,-122.38,1240.0,4005,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13105,315000.0,3.0,2.0,1660.0,11135.0,1.0,0,8,1660.0,0,47,47.4897,-121.787,1660.0,11560,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13106,445830.0,3.0,2.5,1870.0,5449.0,2.0,0,8,1870.0,0,15,47.7557,-122.22,2000.0,7687,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13107,1129575.0,3.0,3.5,3220.0,3960.0,2.0,4,10,2760.0,460,27,47.5909,-122.384,3080.0,4444,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13108,287200.0,3.0,3.0,1850.0,19966.0,1.0,0,7,1090.0,760,26,47.3493,-122.03399999999999,1410.0,6715,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13109,525000.0,4.0,1.5,1580.0,6360.0,1.5,0,7,1290.0,290,73,47.6873,-122.286,1690.0,6360,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13110,1129575.0,4.0,4.25,4590.0,17621.0,2.0,0,10,3160.0,1430,15,47.6973,-122.205,3800.0,12268,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13111,381000.0,3.0,1.75,2700.0,18246.0,1.0,0,7,1510.0,1190,51,47.4817,-122.09700000000001,1620.0,16986,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13112,360000.0,3.0,1.75,1020.0,7020.0,1.5,0,7,1020.0,0,65,47.7362,-122.314,1020.0,5871,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13113,619000.0,5.0,3.5,2950.0,2932.0,3.0,0,8,2950.0,0,14,47.5923,-122.29799999999999,1580.0,2047,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13114,535000.0,2.0,1.75,1780.0,224769.0,1.0,0,8,1780.0,0,42,47.4158,-122.00200000000001,2060.0,71560,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13115,402000.0,2.0,1.0,710.0,5100.0,1.0,0,7,710.0,0,113,47.6765,-122.381,1530.0,5100,No,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13116,600000.0,4.0,3.5,4300.0,70407.0,2.0,0,10,2710.0,1590,26,47.4472,-122.09200000000001,3520.0,26727,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13117,549950.0,3.0,2.5,2080.0,8690.0,1.0,0,8,1430.0,650,44,47.4424,-122.344,2400.0,9625,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13118,300000.0,4.0,2.0,2360.0,7440.0,1.0,0,7,1180.0,1180,63,47.5044,-122.245,1680.0,7800,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13119,360000.0,6.0,2.0,2210.0,9870.0,2.0,0,7,2210.0,0,49,47.4751,-122.145,1390.0,9912,No,21,1,0,0,1,0,1,0,0,0,0,0,0,0
13120,419000.0,7.0,3.25,4340.0,8521.0,2.0,0,7,2550.0,1790,32,47.52,-122.338,1890.0,8951,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13121,510000.0,3.0,3.0,1320.0,1012.0,3.0,0,8,1320.0,0,9,47.6904,-122.395,1320.0,1536,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13122,319950.0,3.0,2.5,1980.0,9907.0,2.0,0,8,1980.0,0,27,47.1903,-122.01299999999999,2050.0,9907,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13123,1129575.0,5.0,5.0,3960.0,94089.0,2.0,0,10,3960.0,0,20,47.38,-122.01100000000001,2240.0,64468,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13124,381000.0,4.0,2.5,2130.0,6003.0,2.0,0,8,2130.0,0,15,47.4518,-122.12,1940.0,4529,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13125,256900.0,3.0,2.5,1720.0,3951.0,2.0,0,7,1720.0,0,26,47.4033,-122.18700000000001,1720.0,3605,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13126,346000.0,5.0,1.0,1790.0,30456.0,1.0,0,7,1350.0,440,54,47.3469,-122.195,2420.0,35647,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13127,465000.0,2.0,2.25,1390.0,1222.0,3.0,0,7,1340.0,50,9,47.6754,-122.12100000000001,1480.0,1369,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13128,545000.0,3.0,2.0,1900.0,9975.0,1.0,0,8,1500.0,400,45,47.5307,-122.054,2140.0,9825,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13129,516000.0,2.0,1.75,1640.0,3090.0,1.0,0,7,910.0,730,93,47.678999999999995,-122.319,1510.0,4120,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13130,550000.0,4.0,2.5,2700.0,5100.0,1.0,0,8,1440.0,1260,50,47.5331,-122.384,1880.0,5100,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13131,339950.0,4.0,2.25,2200.0,7150.0,2.0,0,7,2200.0,0,28,47.3595,-122.089,1740.0,7150,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13132,417000.0,3.0,1.0,1310.0,8514.0,1.0,0,7,1310.0,0,65,47.7502,-122.353,1310.0,8514,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13133,906000.0,4.0,2.5,2480.0,5000.0,1.0,3,8,1480.0,1000,67,47.6653,-122.272,2240.0,6071,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13134,980000.0,4.0,2.25,3010.0,9800.0,2.0,0,9,3010.0,0,45,47.5336,-122.223,2510.0,9800,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13135,555000.0,4.0,2.5,2450.0,5079.0,2.0,0,9,2450.0,0,17,47.5214,-122.191,2690.0,6675,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13136,468000.0,2.0,1.75,1250.0,7029.0,1.0,0,7,1250.0,0,32,47.6936,-122.186,1680.0,8470,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13137,378000.0,3.0,1.75,2610.0,117176.0,1.0,0,7,1390.0,1220,37,47.2585,-121.925,2140.0,142005,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13138,430000.0,4.0,2.5,2010.0,16020.0,1.5,0,8,2010.0,0,56,47.4821,-122.10799999999999,1420.0,16020,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13139,730100.0,4.0,2.5,3120.0,14300.0,2.0,0,9,3120.0,0,15,47.5318,-122.055,2580.0,10005,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13140,219000.0,4.0,1.5,1370.0,7944.0,1.5,0,7,1370.0,0,57,47.4224,-122.289,1370.0,9181,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13141,570000.0,3.0,2.5,2420.0,11953.0,1.0,0,9,2420.0,0,28,47.6285,-122.054,2420.0,12215,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13142,262500.0,4.0,2.75,1500.0,7036.0,1.0,0,7,1060.0,440,39,47.3665,-122.27600000000001,1620.0,7200,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13143,525000.0,5.0,2.5,2630.0,9216.0,2.0,0,8,2630.0,0,15,47.7379,-121.96600000000001,2020.0,4980,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13144,520000.0,2.0,1.0,950.0,3880.0,1.0,0,6,950.0,0,99,47.687,-122.389,1660.0,3880,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13145,417400.0,3.0,3.0,2680.0,12285.0,1.0,0,8,2680.0,0,48,47.4633,-122.196,2610.0,9558,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13146,788000.0,4.0,3.25,3680.0,5759.0,2.0,0,9,2840.0,840,15,47.5367,-122.06700000000001,3620.0,6006,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13147,320000.0,3.0,1.0,1270.0,7400.0,1.0,2,7,1270.0,0,62,47.4831,-122.191,1800.0,7400,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13148,950000.0,6.0,1.0,2330.0,5000.0,1.5,0,7,2330.0,0,98,47.6789,-122.397,1570.0,5000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13149,255000.0,3.0,1.0,960.0,8100.0,1.0,0,7,960.0,0,63,47.7766,-122.307,1120.0,8100,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13150,260000.0,4.0,2.5,1990.0,6671.0,2.0,0,7,1990.0,0,29,47.3078,-122.35799999999999,1862.0,6566,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13151,394000.0,3.0,1.0,1450.0,7930.0,1.0,0,6,1150.0,300,95,47.5212,-122.37100000000001,1040.0,7740,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13152,575000.0,4.0,2.5,2280.0,27441.0,2.0,0,8,2280.0,0,22,47.7628,-122.12299999999999,2350.0,35020,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13153,1129575.0,4.0,2.25,1830.0,7200.0,2.0,2,8,1750.0,80,95,47.6315,-122.28200000000001,3100.0,7200,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13154,385000.0,3.0,2.25,1650.0,7800.0,1.0,0,7,1260.0,390,49,47.7377,-122.197,1760.0,8268,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13155,456000.0,5.0,2.75,2720.0,193406.0,1.0,4,7,1700.0,1020,50,47.2838,-122.12100000000001,2820.0,248292,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13156,637000.0,4.0,2.5,1710.0,5000.0,1.0,0,8,1110.0,600,39,47.6772,-122.285,1750.0,5304,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13157,485000.0,5.0,1.5,1420.0,9900.0,1.0,0,7,1050.0,370,54,47.6348,-122.118,1580.0,8075,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13158,315275.0,3.0,1.75,1440.0,8040.0,1.0,0,7,960.0,480,67,47.7128,-122.306,1500.0,8040,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13159,252500.0,2.0,1.5,1280.0,8710.0,1.0,0,7,1280.0,0,51,47.4472,-122.16,1520.0,9375,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13160,240000.0,2.0,1.0,1320.0,24319.0,1.0,0,7,1320.0,0,52,47.4741,-122.015,1430.0,98445,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13161,790000.0,4.0,2.5,2560.0,12760.0,1.0,0,7,1760.0,800,69,47.6947,-122.303,1760.0,6384,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13162,310000.0,3.0,1.0,1480.0,7830.0,1.0,0,7,1480.0,0,66,47.7703,-122.336,1450.0,7830,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13163,1129575.0,4.0,2.5,2960.0,20240.0,2.0,4,10,2960.0,0,33,47.5075,-122.389,2500.0,14960,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13164,425000.0,2.0,1.0,1160.0,5038.0,1.0,0,7,740.0,420,76,47.5304,-122.38,1160.0,5076,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13165,548000.0,3.0,2.5,2110.0,4099.0,2.0,0,8,2110.0,0,17,47.7508,-122.17,2110.0,4871,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13166,379880.0,3.0,2.5,1650.0,14054.0,1.0,0,7,1130.0,520,32,47.4821,-122.01700000000001,1940.0,87555,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13167,530000.0,3.0,2.5,1950.0,9906.0,2.0,0,8,1950.0,0,30,47.6363,-122.025,1860.0,7689,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13168,695000.0,3.0,2.25,2600.0,220300.0,1.5,0,8,2120.0,480,41,47.4562,-122.016,2760.0,215600,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13169,435000.0,3.0,1.0,1270.0,4000.0,1.5,2,7,1270.0,0,90,47.5695,-122.376,1560.0,4000,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13170,540000.0,3.0,1.75,1300.0,62290.0,1.0,0,7,1300.0,0,35,47.6529,-121.979,1850.0,52272,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13171,425000.0,3.0,2.25,1790.0,10209.0,1.0,0,7,1290.0,500,51,47.7492,-122.086,1840.0,9900,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13172,490000.0,3.0,2.5,1930.0,7266.0,2.0,0,8,1930.0,0,13,47.7191,-122.309,1930.0,7266,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13173,220000.0,4.0,1.0,1200.0,6000.0,1.5,0,6,1200.0,0,95,47.5307,-122.352,950.0,4000,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13174,540000.0,4.0,2.5,2050.0,3784.0,2.0,0,8,2050.0,0,17,47.7189,-122.181,2050.0,3366,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13175,670000.0,3.0,1.0,1710.0,6195.0,1.0,0,7,1410.0,300,72,47.6706,-122.265,1610.0,6195,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13176,667500.0,3.0,1.75,2130.0,20423.0,1.0,0,9,2130.0,0,65,47.6339,-122.19200000000001,2370.0,20875,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13177,585000.0,3.0,3.5,1700.0,2197.0,2.0,0,8,1260.0,440,8,47.5767,-122.41,1360.0,1418,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13178,225000.0,3.0,1.5,1390.0,12500.0,1.0,0,6,1390.0,0,42,47.6496,-121.90799999999999,1390.0,9000,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13179,375000.0,3.0,1.0,1230.0,9877.0,1.0,0,7,1230.0,0,64,47.5745,-122.13600000000001,1240.0,9965,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13180,335000.0,3.0,2.0,1490.0,8847.0,1.0,0,7,1490.0,0,51,47.7639,-122.363,1640.0,7572,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13181,680000.0,5.0,3.25,2440.0,15815.0,2.0,0,8,1990.0,450,4,47.773999999999994,-122.28,2500.0,14201,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13182,600000.0,3.0,1.0,970.0,4800.0,1.0,0,6,970.0,0,68,47.6212,-122.29799999999999,1500.0,2042,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13183,161000.0,4.0,2.0,1700.0,8043.0,1.0,0,7,850.0,850,64,47.4758,-122.288,1540.0,13260,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13184,220000.0,4.0,2.0,1700.0,8043.0,1.0,0,7,850.0,850,64,47.4758,-122.288,1540.0,13260,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13185,420000.0,3.0,1.75,1720.0,5000.0,1.5,0,8,1720.0,0,86,47.738,-121.98299999999999,1410.0,8300,No,8,1,0,0,1,0,1,0,0,0,0,0,0,0
13186,710000.0,3.0,1.0,1400.0,2250.0,1.5,0,7,1400.0,0,109,47.6373,-122.35799999999999,1630.0,3600,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
